Tender,Company,Procurement,Notice,Location,Closing,Value,Date
Labour Services,Efficiency East Midlands Limited,Opportunity,Open,"United Kingdom, Isle Of Man, Channel Islands, British Oversea Territories, Europe, Rest Of The World",2025-03-26 17:00:00,  £50000 to £50000000,
Household Waste Site Recycling Dynamic Purchasing System (Dps),Leeds City Council,Opportunity,Open,Yorkshire And The Humber,2036-03-31 12:00:00,  £252000000,2023-11-23
"Multifunctional Devices (Mfd'S), Print And Digital Workflow Software Services And Managed Print Service Provision",Crown Commercial Service,Future Opportunity,Open,United Kingdom,,  £800000000,
Ypo - 001218 Critical Incident Management And Public Safety Software And Systems,Ypo,Opportunity,Open,United Kingdom,2034-02-11 23:59:00,  £50000000 to £500000000,
Eem Ltd Ppe & Workwear Framework Market Engagement,Efficiency East Midlands Limited,Early Engagement,Open,"England, Wales, Northern Ireland",2024-12-05 00:00:00,Publication date 23 November 2023,
"Skills, Training, Employability And Learning Provision Dynamic Purchasing System",Sheffield City Council,Opportunity,Open,Yorkshire And The Humber,2025-02-28 00:00:00,  £0 to £25000000,2023-11-22
Supported Living For Learning Disabilities And Or Physical Disabilities X 3 Schemes,Norfolk County Council,Opportunity,Open,Nr1 2Dh,2024-06-06 09:46:00,  £0,2023-11-21
P0915 - Reopening Of The Request To Participate (Rtp) In A Flexible Contracting Agreement (Fca) For The Provision Of Refugee Support And Integration Services - Lots 1-5,Birmingham City Council,Opportunity,Open,B4 7Wb,2027-03-30 12:00:00,  £0,
Soft Market Testing Exercise - Leisure Centre Management,Richmond And Wandsworth Councils,Early Engagement,Open,Sw18 2Pu,2024-12-04 00:00:00,Publication date 20 November 2023,
Clinical Coding Support Services Dynamic Purchasing System,Countess Of Chester Hospital Nhs Foundation Trust,Opportunity,Open,Any Region,2027-11-15 23:59:00,  £0,
Quality Assurance And Testing For It Systems 2 Extension  Notice,Crown Commercial Service,Opportunity,Open,United Kingdom,2025-07-01 00:00:00,  £232000000,2023-11-02
Custodial Keys & Locks Early Engagement,Ministry Of Justice,Early Engagement,Open,Any Region,2024-08-31 00:00:00,Publication date  1 November 2023 last edited  1 November 2023,
British Support For Infrastructure Projects (Bsip),Foreign Commonwealth And Development Office,Early Engagement,Open,Any Region,2024-10-28 00:00:00,Publication date 27 October 2023,
Chic Agency - Dynamic Purchasing System [Dps],Communities And Housing Investment Consortium Limited,Opportunity,Open,B18 6Ds,2028-10-27 15:00:00,  £80000000,2023-10-26
The Supply Of Overseas Deployable Food (Dfp),Leidos Supply,Future Opportunity,Open,Any Region,,  £100000000 to £250000000,2023-10-23
Dynamic Purchasing System (Dps) For The Provision Of Goods And Services To Drive Social Impact And Improvement,Heart Academies Trust,Opportunity,Open,Any Region,2029-08-15 00:00:00,  £1 to £500000000,
Body Worn Video Camera & Tetra (Radio) For Hmpps,Ministry Of Justice,Future Opportunity,Open,Ls1 4Ap,,  £10000000,2023-10-13
Fleet Lease Or Purchase Quotes,West Swindon Parish Council,Opportunity,Open,Sn5 7Yt,2024-07-31 13:00:00,  £20000 to £50000,2023-10-12
Standing List For The Provision Of Taxi Driver Training,Kirklees Council,Opportunity,Open,Yorkshire And The Humber,2028-06-09 13:00:00,  £0 to £1,2023-10-11
Language Services Pin,Crown Commercial Service,Future Opportunity,Open,United Kingdom,,  £250000000,
Provision Of Pharmacy Based Sexual Health Services 23-26,Bedford Borough Council,Opportunity,Open,Mk42 9Ap,2026-03-31 12:00:00,  £0,
Dynamic Purchasing System (Dps) - Home To School/College Transport Services,The Borough Council Of Calderdale,Opportunity,Open,Yorkshire And The Humber,2028-07-31 23:59:00,  £2500000,2023-10-07
Adult Skills Dps,West Yorkshire Combined Authority,Opportunity,Open,Yorkshire And The Humber,2033-10-02 00:00:00,  £0 to £100000000,2023-10-05
Cis/Ed/Inm Education Placement/310636,Bristol City Council,Opportunity,Open,South West,2024-08-29 12:00:00,  £251685,2023-10-05
Cis/Ed/Inm Education Placement/506855,Bristol City Council,Opportunity,Open,South West,2024-08-29 12:00:00,  £251685,2023-10-05
London And Quadrant Housing Trust - Sales Agents Dynamic Purchasing System,L&Q Group,Opportunity,Open,E15 4Ph,2025-07-22 18:00:00,  £0,
London And Quadrant Housing Trust - Fire Engineering And Inspections Dynamic Purchasing System (Dps),L&Q Group,Opportunity,Open,E15 4Ph,2032-03-28 18:00:00,  £0,
Dps For Testing Services And Resources Closed,Manchester Metropolitan University,Opportunity,Open,M156Bh,2024-09-09 12:00:00,  £0,
Passenger Transport Dps 2024 - 2034,Cheshire West And Chester Borough Council,Opportunity,Open,England,2034-01-31 06:00:00,  £0,2023-10-02
"Dynamic Purchasing System (Dps) For Sustainable And Ethically Sourced Works/Construction Projects (Including Professional Services) Delivering Decarbonisation, Biodiversity, Energy Efficiency, Estate Management And Social Value In Local Communities",Bishop Wilkinson Catholic Education Trust,Opportunity,Open,Any Region,2027-12-19 00:00:00,  £1 to £1000000000,
Provision Of Gp Based Sexual Health Services 23-26,Bedford Borough Council,Opportunity,Open,Mk42 9Ap,2026-03-31 12:00:00,  £0,
Alternative Provision Dynamic Purchasing System - Sheffield,Sheffield City Council,Opportunity,Open,Yorkshire And The Humber,2026-07-31 23:59:00,  £0 to £10000000,2023-09-21
Food To Go Dps,Nhs Supply Chain,Opportunity,Open,Any Region,2030-09-20 15:00:00,  £78831476,2023-09-21
P1214/1 - Birmingham Safeguarding Children Partnership (Bscp),Birmingham City Council,Opportunity,Open,B4 7Dj,2026-07-30 12:00:00,  £0,2023-09-20
"Dynamic Purchasing System (Dps) For Sen, Social Care & Social Inclusion Passenger Transport Services",Liverpool City Council,Opportunity,Open,England,2028-08-17 13:00:00,  £200000000,
Child And Adolescent Mental Health Services (Camhs) Dynamic Purchasing System (Dps),North Staffordshire Combined Healthcare Nhs Trust,Opportunity,Open,St4 8Hh,2027-11-01 12:00:00,  £5000000,2023-09-19
Outsourced Services,Crown Commercial Service,Future Opportunity,Open,United Kingdom,,  £5000000000,2023-09-19
Volunteer Clothing Framework,South Downs National Park Authority,Opportunity,Open,Gu29 9Dh,2024-05-31 12:00:00,  £0 to £30000,2023-09-18
Supported Living Fps,Rotherham Metropolitan Borough Council,Opportunity,Open,S60 1Ae,2028-11-16 23:59:00,  £0 to £278899520,2023-09-18
Essex County Council - Future Highways Provision (September 2023 Update),Essex County Council,Future Opportunity,Open,England,,  £0 to £1,
Older Peoples Care Homes,Sheffield City Council,Opportunity,Open,Yorkshire And The Humber,2029-02-04 13:00:00,  £0 to £150400000,2023-09-15
Chic Development Dynamic Purchasing System [Dps],Communities And Housing Investment Consortium Limited,Opportunity,Open,B18 6Ds,2027-06-15 15:00:00,  £300000000,2023-09-13
Chic Telecoms Dynamic Purchasing System [Dps],Communities And Housing Investment Consortium Limited,Opportunity,Open,B186Ds,2027-08-18 00:00:00,  £40000000,2023-09-13
Wcc - Dynamic Purchasing System (Dps) For The Provision Of A Passenger Transport Service Using A Taxi Or A Private Hire Car,Warwickshire County Council,Opportunity,Open,West Midlands,2030-10-15 12:00:00,  £190000000,2023-09-13
Chic Furniture & Floor Coverings - Dynamic Purchasing System [Dps],Communities And Housing Investment Consortium Limited,Opportunity,Open,B18 6Ds,2028-08-14 15:00:00,  £80000000,2023-09-13
Technology Services 4,Crown Commercial Service,Future Opportunity,Open,United Kingdom,,  £12000000000,
Resident Satisfaction Surveys,London Borough Of Ealing,Future Opportunity,Open,England,,  £300000 to £342875,2023-09-05
Cov - Monitoring And Evaluation Of School Improvement Activity,Coventry City Council (Cov),Opportunity,Open,Cv1 2Gn,2026-07-31 13:00:00,  £0 to £581000,
Audit & Assurance Services Two (A&As2),Crown Commercial Service,Future Opportunity,Open,United Kingdom,,  £400000000,2023-08-31
Management Consultancy Framework Four (Mcf4),Crown Commercial Service,Future Opportunity,Open,United Kingdom,,  £5700000000,2023-08-31
Adult Life Opportunities Framework Agreement  Lot 1 Adults With Learning Disabilities And/Or Autism,Norfolk County Council,Opportunity,Open,Nr1 2Dh,2024-12-09 14:40:00,  £0,
Property Works And Consultancy Dps,Thirteen Housing Group Ltd,Opportunity,Open,Ts2 1Qg,2030-08-15 17:00:00,  £10000000 to £15000000,
Nhs National Framework Agreement For The Supply Of Products For The Management Of Hereditary Angioedema,Nhs England,Future Opportunity,Open,Wa7 2Es,,  £125000000,2023-08-15
Nhs Midlands And East Branded Medicines - Annual Tranche March 2025,Nhs England,Future Opportunity,Open,Wa7 2Es,,  £197212202,
Invitation To Join National Highway'S Social Enterprise Dynamic Purchasing System,National Highways,Opportunity,Open,"North East, North West, Yorkshire And The Humber, East Midlands, West Midlands, East Of England, London, South East, South West",2026-08-14 12:00:00,  £0,2023-08-14
Waste Management Dps,Thirteen Housing Group Ltd,Opportunity,Open,Ts2 1Qg,2028-10-22 12:00:00,  £0,
Dynamic Purchasing System  Digital Connectivity: Services To Understanding Mobile Coverage And Performance,Worcestershire County Council,Opportunity,Open,Wr5 2Np,2028-07-31 09:00:00,  £0,
Capital Works And Associated Services Dynamic Purchasing System,Procurement For Housing,Opportunity,Open,Wa2 0Yl,2025-08-08 17:00:00,  £1 to £750000000,
Housing Related Support: Flexible Purchasing System,Eu Supply Limited,Opportunity,Open,S60 1Ae,2028-10-01 23:59:00,  £723000 to £214460000,
P0704A - Therapeutic Interventions For Children Adopted From Care And Their Adoptive Families And For Children On Special Guardianship Orders Where They Have Previously Been Looked After - Dps,Birmingham City Council,Opportunity,Open,B4 7Dj,2026-06-29 12:00:00,  £0,2023-07-21
Uk Shared Prosperity Fund/Multiply 2023,Dudley Metropolitan Borough Council,Opportunity,Open,Dy1 1Hf,2027-05-14 12:00:00,  £0 to £6868758,
"Naming Rights For The 3,251 Capacity Football Stadium",The North Yorkshire Council,Opportunity,Open,Yo11 2Jw,2024-08-14 12:00:00,  £0,2023-07-19
Living Lab 2.0 Installer Dps Framework,Energy Systems Catapult Limited,Early Engagement,Open,United Kingdom,2024-12-31 00:00:00,Publication date 13 January 2021 last edited 17 July 2023,
Facilities Management & Workplace Services Dps,Crown Commercial Service,Opportunity,Open,United Kingdom,2027-02-09 15:00:00,  £500000000,
Housing Maintenance & Repair,Crown Commercial Service,Opportunity,Open,United Kingdom,2027-01-23 00:00:00,  £500000000,
Dynamic Purchasing System For The Supply Of Stone & Granite,Kirklees Council,Opportunity,Open,Yorkshire And The Humber,2027-04-29 12:00:00,  £15000000,2023-07-11
Dynamic Purchasing System For The Purchase/Lease Hire (And Maintenance) Of Traffic Safety Cameras Within The West Yorkshire Region,Kirklees Council,Opportunity,Open,Yorkshire And The Humber,2026-10-30 13:00:00,  £5400000,
London & Quadrant Housing Trust- Soft Flooring Dynamic Purchasing System (Dps),L&Q Construction,Opportunity,Open,E15 4Ph,2027-07-11 15:45:00,  £0,2023-07-10
London & Quadrant Housing Trust- Ceramic Tiling  Dynamic Purchasing System (Dps),L&Q Construction,Opportunity,Open,E15 4Ph,2027-07-11 15:33:00,  £0,2023-07-10
London & Quadrant Housing Trust- Painting & Decorating Dynamic Purchasing System (Dps),L&Q Construction,Opportunity,Open,E15 4Ph,2027-07-11 15:17:00,  £0,2023-07-10
London & Quadrant Housing Trust- Roofing Dynamic Purchasing System (Dps),L&Q Construction,Opportunity,Open,E15 4Ph,2027-07-11 14:34:00,  £0,2023-07-10
London & Quadrant Housing Trust- Architectural Metalwork Dynamic Purchasing System (Dps),L&Q Construction,Opportunity,Open,E15 4Ph,2027-07-11 13:32:00,  £0,2023-07-10
Flexible Procurement System For The Provision Of Children'S Short Breaks Services,Doncaster Council,Opportunity,Open,Dn1 3Bu,2030-08-31 00:00:00,  £0,2023-07-03
"Lps Care - Provider List For Break Time, Day Time And Night Time Services For Children And Young People With Disabilities - Rfq 15315157",Lancashire County Council,Opportunity,Open,North West,2027-03-29 10:00:00,  £30800000,
International Consultancy Dps,Energy Systems Catapult Limited,Early Engagement,Open,"United Kingdom, India",2024-07-31 00:00:00,Publication date 30 June 2023,
Hull City Council Supported Living And Vulnerable Young People Leaving Care Accommodation And Support (16-25 Years) Dynamic Purchasing System,Hull City Council,Opportunity,Open,United Kingdom,2028-09-07 17:00:00,  £60000000,
Provision Of Banking Services,Knowsley Council,Early Engagement,Open,England,2029-04-27 00:00:00,Publication date 27 June 2023,
Laundry Services And Specialist Ppe Maintenance Including Decontamination,Yorkshire Purchasing Organisation,Opportunity,Open,United Kingdom,2029-08-31 23:00:00,  £500000 to £2000000,2023-06-26
London & Quadrant Housing Trust- Balconies Dynamic Purchasing System,L&Q Construction,Opportunity,Open,E15 4Ph,2027-06-28 17:00:00,  £0,2023-06-26
"Dorset Care, Support, Housing And Community Safety Framework",Dorset Council,Opportunity,Open,England,2032-03-31 17:00:00,  £1700000000,
Operation Nelson Phase 2,Buckinghamshire Council,Early Engagement,Open,England,2025-09-20 00:00:00,Publication date 20 June 2023,
Home To School Transport And Adult Social Care Transport Dynamic Purchasing System (Dps),Wigan Council,Opportunity,Open,North West,2025-07-04 17:00:00,  £32000000,2023-06-20
"Ojeu Notice For Dynamic Purchasing System (Dps) - Home To School, Special Educational Needs And Vulnerable Adult Passenger Transport Services Version 2",Slough Borough Council,Opportunity,Open,Sl1 3Uf,2026-07-26 18:00:00,  £0,
Compliance Services & Associated Works Dynamic Purchasing System,Procurement For Housing,Opportunity,Open,Wa2 0Yl,2025-09-30 17:00:00,  £1 to £99250000,
Adult Learning And Skills Activities In Community Settings Dps,Sheffield City Council,Opportunity,Open,Yorkshire And The Humber,2027-07-31 17:00:00,  £0 to £2460000,2023-06-14
"Home To School Transport For Children, Young People And Adults (4-25 Years).",Dudley Metropolitan Borough Council,Opportunity,Open,Dy1 1Hf,2027-06-30 12:00:00,  £0,
"Zero Carbon - Consult, Design And Install - Dynamic Purchasing System Dps - Y21009",Commercial Services,Opportunity,Open,Any Region,2026-06-03 14:00:00,  £400000000,2023-06-06
Y20032 Dynamic Purchasing System For Power Purchase Agreement Providers,Kent County Council (T/A Laser),Opportunity,Open,Any Region,2026-05-31 14:00:00,  £200000000,2023-06-06
Recruitment Services,Flagship Housing Group,Opportunity,Open,Any Region,2031-05-23 14:00:00,  £10000000,2023-06-06
"Dynamic Purchasing System (""Dps"") Of Temporary Worker Agencies, And Interim Contractors/Consultants For Preferred Supplier Listing (""Psl"") Status For Dudley Metropolitan Borough Council - Y23017",Dudley And Kent Commercial Services (T/A Connect2Dudley),Opportunity,Open,Any Region,2028-09-04 14:00:00,  £100000000,2023-05-31
"Dynamic Purchasing System (Dps) Of Temporary Agency, Contractor And Interim Agencies For Preferred Supplier Listing (Psl) Status For Luton Borough Council - Y21001",Luton And Kent Commercial Services Llp,Opportunity,Open,Any Region,2028-01-30 14:00:00,  £150000000,2023-05-31
