Tender,Company,Procurement,Notice,Location,Closing,Value,Date
Learning and Training Services DPS,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"  29 September 2025, 12am","  £300,000,000","  29 September 2021, last edited 23 January 2024"
Structural Heart,NHS Supply Chain,  Future opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",Approach to market date 29 May 2024,"  £120,000,000",  23 January 2024
UKRI-3652 NERC Estates & Sustainability Professional Services Framework,UK Research & Innovation,  Opportunity,  Open,  South West,"  31 May 2024, 12am","  £9,500,000",  22 January 2024
ASC23034 Dynamic Purchasing System for the Provision of Older People Residential and Nursing Care Long Term and Replacement Care Services,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  31 March 2028, 12pm",  £0,"  19 January 2024, last edited 19 January 2024"
Coastal Partnership East: Coastal Management DPS,East Suffolk Council,  Opportunity,  Open,  NR33 0EQ,"  18 May 2028, 10:32am","  £0 to £50,000,000","  18 April 2023, last edited 19 January 2024"
Bike Hire and Retail Concession - Kielder Forest,Forestry England (for and on behalf of the Forestry Commission),  Opportunity,  Open,  North West,"  31 May 2024, 12am","  £2,500,000",  19 January 2024
"Courier, Distribution, Storage and Specialist Solutions",Crown Commercial Service,  Future opportunity,  Open,  United Kingdom,Approach to market date 24 January 2025,"  £1,000,000,000",  19 January 2024
22064 Post-16 Alternative Provisions for Education and Training,Cambridgeshire County Council,  Opportunity,  Open,  England,"  31 March 2026, 12pm","  £10,500,000","   7 July 2023, last edited 17 January 2024"
Dynamic Purchasing System (DPS) for SEND Independent School Places,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  31 March 2027,  9am",  £0,"  16 January 2024, last edited 16 January 2024"
Electrosurgical Consumables and Related Accessories,NHS Supply Chain,  Future opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",Approach to market date 27 August 2024,"  £60,000,000",  12 January 2024
Communications Marketplace,Crown Commercial Service,  Opportunity,  Open,"  United Kingdom, Belgium, Denmark, Estonia, Finland, France, Germany, Iceland, Ireland, Italy, Lithuania, Netherlands, Norway, Poland, Spain, Sweden, Switzerland, Turkey, Australia, Bahrain, Central African Republic, Egypt, El Salvador, Ethiopia, Georgia, Ghana, Hong Kong, India, Japan, Kenya, Kuwait, Mali, New Zealand, North Korea, Oman, Qatar, Russia, South Africa, South Korea, Ukraine, United Arab Emirates, United States, Vietnam","   2 September 2027, 12am","  £260,000,000","   5 August 2021, last edited 12 January 2024"
"Endoscopy, Endourology & Oncology Ablation Consumables and Associated Products",NHS Supply Chain,  Future opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",Approach to market date 29 May 2024,"  £426,000,000",  12 January 2024
Southampton EIP Market Engagement Workshops,Southampton City Council,  Early engagement,  Open,  South East,  31 January 2025,Publication date 11 January 2024,None
DPS for Special Education Needs Transport 2024 to 2028,Blackburn with Darwen,  Opportunity,  Open,  England,"  12 February 2028, 12pm","  £7,000,000",  11 January 2024
Gigabit Infrastructure Subsidy Programme -  Dynamic Purchasing System (DPS),Building Digital UK (BDUK),  Opportunity,  Open,  SW1A 2BQ,"   6 April 2030, 12pm","  £2,000,000,000","  14 September 2022, last edited 11 January 2024"
Space Enabled and Geospacial Services,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"   6 September 2024, 11:59am","  £216,000,000","  10 September 2021, last edited  9 January 2024"
Leasing and Loans Finance DPS,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"  28 September 2025, 12am","  £20,000,000,000","   2 September 2021, last edited  9 January 2024"
Gigabit Capable Connectivity Extension,Crown Commercial Service,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","  22 September 2025, 11:59pm","  £500,000,000","  21 October 2019, last edited  9 January 2024"
"376E_24 eBooks, eAudiobooks and Print Books",Espo,  Future opportunity,  Open,  United Kingdom,Approach to market date 24 May 2024,"  £16,000,000",   9 January 2024
RM6173,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"  13 November 2024, 12am","  £100,000,000","  29 April 2022, last edited  9 January 2024"
Artificial Intelligence DPS,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"   2 November 2024, 11:59pm","  £200,000,000","  21 November 2023, last edited  9 January 2024"
Call for Competition publication- Rail Replacement,Transport for London,  Early engagement,  Open,  London,  20 January 2025,Publication date  8 January 2024,None
Call for Competition publication - Bus Network,Transport for London,  Early engagement,  Open,  London,  20 January 2025,Publication date  8 January 2024,None
A417 Missing Link - Structures Timber Parapets,KIER TRANSPORTATION LIMITED,  Opportunity,  Open,  South West,"  31 July 2024,  5pm","  £300,000",   4 January 2024
Highways DPS,North Somerset Council,  Opportunity,  Open,  England,"  19 December 2030,  1pm","  £10,000 to £12,000,000","   4 January 2024, last edited  4 January 2024"
Prison Operator Services Framework Agreement - Generation Two - Early Market Engagement,Ministry of Justice,  Early engagement,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Wales",  31 December 2024,Publication date  3 January 2024,None
Insurance Services 3 DPS,Crown Commercial Service,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","   4 February 2028, 11:59pm","  £100,000,000","   8 January 2020, last edited  3 January 2024"
Audit and Assurance Services Dynamic Purchasing System,Countess of Chester Hospital NHS Foundation Trust,  Opportunity,  Open,  Any region,"  21 March 2025, 11:59pm",  £0,"  11 February 2021, last edited 21 December 2023"
"Syringes, Needles including Biopsy and Associated Products",NHS Supply Chain,  Future opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West",Approach to market date  2 July 2024,"  £260,000,000",  20 December 2023
Back Office Software 2,Crown Commercial Service,  Future opportunity,  Open,  United Kingdom,Approach to market date 12 July 2024,"  £9,000,000,000","  20 December 2023, last edited 20 December 2023"
"Open Banking (Data, Digital Payments & Confirmation of Payee Services) DPS",Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"   7 January 2032, 11:59pm","  £800,000,000","   8 December 2023, last edited 19 December 2023"
NHS Sussex ICB Nursing Home Any Qualified Provider (AQP),EVALUCOM CONSULTING LTD,  Early engagement,  Open,  South East,  28 June 2024,Publication date 19 December 2023,None
"Climate Innovation Pull Facility (CIPF) - Monitoring, Evaluation and Learning (MEL) Partner",BEIS,  Future opportunity,  Open,  Any region,Approach to market date  2 September 2024,"  £4,000,000",  18 December 2023
Climate Innovation Pull Facility - Market Engagement,BEIS,  Future opportunity,  Open,  Any region,Approach to market date 15 July 2024,"  £185,000,000",  18 December 2023
Fund Administration & Disbursement Services DPS,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"  27 November 2030, 12am","  £280,000,000","  28 November 2022, last edited 18 December 2023"
Inenco Energy Procurement Services DPS,CIRRUS PURCHASING LTD,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","  30 June 2029, 12am","  £0 to £1,000,000,000","  24 May 2019, last edited 15 December 2023"
Audio Visual Technical Consultancy & Commissioning,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"  26 February 2025, 11:59pm","  £50,000,000","  28 January 2021, last edited 15 December 2023"
FsAST 709441451 Virtual Reality Parachute Trainer,Ministry of Defence,  Opportunity,  Open,  South West,"  28 June 2024, 12pm","  £670,000",  15 December 2023
University of Sheffield Energy Procurement Services DPS,CIRRUS PURCHASING LTD,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories","  11 March 2030, 12pm","  £0 to £100,000,000","  29 January 2020, last edited 14 December 2023"
Temporary Accommodation Dynamic Purchasing System,London Borough of Hackney,  Opportunity,  Open,  England,"  26 January 2028, 11:59pm","  £140,000,000","  27 April 2021, last edited 14 December 2023"
Temporary Worker Agencies and Interim Contractors/Consultants for Preferred Supplier Listing Status for Dorset Unitary Council Y24006,Dorset & Kent Commercial Services LLP T/A Connect2Dorset,  Opportunity,  Open,  Any region,"   2 April 2029,  2pm","  £250,000,000",  13 December 2023
"Supply of Bedding, Linen, Towels and Associated Goods and Services",Nottingham University Hospitals NHS Trust,  Future opportunity,  Open,  NG5 1PB,Approach to market date  6 December 2024,"  £500,000 to £600,000","   8 December 2023, last edited 11 December 2023"
The Supply of Pollution Control Sorbents,Leidos Supply,  Opportunity,  Open,  Any region,"   3 June 2024, 12pm","  £1,787,527 to £2,500,000",  11 December 2023
DPS for Non-Emergency Patient Transport Services,Somerset NHS Foundation Trust,  Opportunity,  Open,  TA1 5DA,"  31 August 2026, 12pm","  £250,000",   8 December 2023
Batteries Lighting and Tools,NHS Supply Chain Coordination,  Early engagement,  Open,  England,  31 May 2024,Publication date  4 December 2023,None
CP2392-23 Adoption Support Fund Services (FPS),Devon County Council,  Opportunity,  Open,  England,"  30 November 2027,  8pm","  £13,552,000",   1 December 2023
Adults Mental Health Lot 3 - Framework Agreement for Supported Living in Norfolk,Norfolk County Council,  Opportunity,  Open,  NR1 2DH,"  31 December 2024, 10am","  £200,000,000","   2 May 2023, last edited 30 November 2023"
Re-opening of the Open Framework for the Provision of Short Breaks for Disabled Children and Young People,West Sussex County Council,  Opportunity,  Open,  PO19 1RQ,"  12 December 2029, 12pm",  £0,  29 November 2023
Labour Services,EFFICIENCY EAST MIDLANDS LIMITED,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands, British Oversea Territories, Europe, Rest of the World","  26 March 2025,  5pm","  £50,000 to £50,000,000","  17 February 2020, last edited 24 November 2023"
Household Waste Site Recycling Dynamic Purchasing System (DPS),Leeds City Council,  Opportunity,  Open,  Yorkshire and the Humber,"  31 March 2036, 12pm","  £252,000,000",  23 November 2023
"Multifunctional Devices (MFD's), Print and Digital Workflow Software Services and Managed Print Service Provision",Crown Commercial Service,  Future opportunity,  Open,  United Kingdom,Approach to market date  1 December 2024,"  £800,000,000","  16 November 2023, last edited 23 November 2023"
YPO - 001218 Critical Incident Management and Public Safety Software and Systems,YPO,  Opportunity,  Open,  United Kingdom,"  11 February 2034, 11:59pm","  £50,000,000 to £500,000,000","  27 October 2023, last edited 23 November 2023"
EEM Ltd PPE & Workwear Framework Market Engagement,EFFICIENCY EAST MIDLANDS LIMITED,  Early engagement,  Open,"  England, Wales, Northern Ireland",   5 December 2024,Publication date 23 November 2023,None
"Skills, Training, Employability and Learning Provision Dynamic Purchasing System",Sheffield City Council,  Opportunity,  Open,  Yorkshire and the Humber,"  28 February 2025, 12am","  £0 to £25,000,000",  22 November 2023
Supported Living for Learning Disabilities and or Physical Disabilities x 3 schemes,Norfolk County Council,  Opportunity,  Open,  NR1 2DH,"   6 June 2024,  9:46am",  £0,  21 November 2023
P0915 - Reopening of the Request To Participate (RTP) in a Flexible Contracting Agreement (FCA) for the provision of Refugee Support and Integration Services - Lots 1-5,Birmingham City Council,  Opportunity,  Open,  B4 7WB,"  30 March 2027, 12pm",  £0,"   2 November 2023, last edited 20 November 2023"
Soft Market Testing Exercise - Leisure Centre Management,Richmond and Wandsworth Councils,  Early engagement,  Open,  sw18 2pu,   4 December 2024,Publication date 20 November 2023,None
Clinical Coding Support Services Dynamic Purchasing System,Countess of Chester Hospital NHS Foundation Trust,  Opportunity,  Open,  Any region,"  15 November 2027, 11:59pm",  £0,"  27 September 2023, last edited 16 November 2023"
Quality Assurance and Testing for IT Systems 2 extension  notice,Crown Commercial Service,  Opportunity,  Open,  United Kingdom,"   1 July 2025, 12am","  £232,000,000",   2 November 2023
Custodial Keys & Locks Early Engagement,Ministry of Justice,  Early engagement,  Open,  Any region,  31 August 2024,"Publication date  1 November 2023, last edited  1 November 2023",None
British Support for Infrastructure Projects (BSIP),Foreign Commonwealth and Development Office,  Early engagement,  Open,  Any region,  28 October 2024,Publication date 27 October 2023,None
CHIC Agency - Dynamic Purchasing System [DPS],Communities and Housing Investment Consortium Limited,  Opportunity,  Open,  B18 6DS,"  27 October 2028,  3pm","  £80,000,000",  26 October 2023
